Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\Accounts\BondAccountController.cs,58,8,T:System.Linq.AsyncEnumerable,,,,,"return Ok(account.ToDto(nextOlderEntries, nextYoungerEntries, await entries.ToListAsync()));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\Accounts\BondAccountController.cs,25,8,T:System.Linq.AsyncEnumerable,,,,,var accounts = await bondAccountRepository.GetAvailableAccounts(userId).ToListAsync();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\Accounts\StockAccountController.cs,59,8,T:System.Linq.AsyncEnumerable,,,,,"var entries = await stockAccountEntryRepository.Get(accountId, startDate, endDate).ToListAsync();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\Accounts\StockAccountController.cs,25,8,T:System.Linq.AsyncEnumerable,,,,,var accounts = await stockAccountRepository.GetAvailableAccounts(ApiAuthenticationHelper.GetUserId(User))              .ToListAsync();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\Accounts\BankAccountController.cs,58,8,T:System.Linq.AsyncEnumerable,,,,,"return Ok(account.ToDto(olderEntry, youngerEntry, await entries.ToListAsync()));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\Accounts\BankAccountController.cs,25,8,T:System.Linq.AsyncEnumerable,,,,,var accounts = await bankAccountRepository.GetAvailableAccounts(userId).ToListAsync();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\BondDetailsController.cs,29,14,T:System.Linq.AsyncEnumerable,,,,,bondDetailsRepository.GetAllAsync(cancellationToken).ToListAsync(cancellationToken: cancellationToken)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\MoneyFlowController.cs,47,17,T:System.Linq.AsyncEnumerable,,,,,"moneyFlowService.GetInvestmentRate(userId, start, end).ToListAsync(cancellationToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\MoneyFlowController.cs,37,57,T:System.Linq.AsyncEnumerable,,,,,"currencyRepository.GetCurrencies(cancellationToken).SingleAsync(x => x.Id == currencyId, cancellationToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\MoneyFlowController.cs,32,58,T:System.Linq.AsyncEnumerable,,,,,"currencyRepository.GetCurrencies(cancellationToken).SingleAsync(x => x.Id == currencyId, cancellationToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\MoneyFlowController.cs,27,56,T:System.Linq.AsyncEnumerable,,,,,"currencyRepository.GetCurrencies(cancellationToken).SingleAsync(x => x.Id == currencyId, cancellationToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\MoneyFlowController.cs,22,60,T:System.Linq.AsyncEnumerable,,,,,"currencyRepository.GetCurrencies(cancellationToken).SingleAsync(x => x.Id == currencyId, cancellationToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\MoneyFlowController.cs,17,60,T:System.Linq.AsyncEnumerable,,,,,"currencyRepository.GetCurrencies(cancellationToken).SingleAsync(x => x.Id == currencyId, cancellationToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\AssetsController.cs,38,65,T:System.Linq.AsyncEnumerable,,,,,"currencyRepository.GetCurrencies(cancellationToken).SingleAsync(x => x.Id == currencyId, cancellationToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\AssetsController.cs,33,65,T:System.Linq.AsyncEnumerable,,,,,"currencyRepository.GetCurrencies(cancellationToken).SingleAsync(x => x.Id == currencyId, cancellationToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\AssetsController.cs,28,65,T:System.Linq.AsyncEnumerable,,,,,"currencyRepository.GetCurrencies(cancellationToken).SingleAsync(x => x.Id == currencyId, cancellationToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\AssetsController.cs,28,17,T:System.Linq.AsyncEnumerable,,,,,"assetsService.GetEndAssetsPerType(userId, await currencyRepository.GetCurrencies(cancellationToken).SingleAsync(x => x.Id == currencyId, cancellationToken), asOfDate).ToListAsync(cancellationToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\AssetsController.cs,23,68,T:System.Linq.AsyncEnumerable,,,,,"currencyRepository.GetCurrencies(cancellationToken).SingleAsync(x => x.Id == currencyId, cancellationToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\AssetsController.cs,23,17,T:System.Linq.AsyncEnumerable,,,,,"assetsService.GetEndAssetsPerAccount(userId, await currencyRepository.GetCurrencies(cancellationToken).SingleAsync(x => x.Id == currencyId, cancellationToken), asOfDate).ToListAsync(cancellationToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\LiabilitiesController.cs,31,17,T:System.Linq.AsyncEnumerable,,,,,"liabilitiesService.GetLiabilitiesTimeSeries(userId, start, end).ToListAsync(cancellationToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\LiabilitiesController.cs,26,17,T:System.Linq.AsyncEnumerable,,,,,"liabilitiesService.GetEndLiabilitiesPerType(userId, start, end).ToListAsync(cancellationToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\LiabilitiesController.cs,21,17,T:System.Linq.AsyncEnumerable,,,,,"liabilitiesService.GetEndLiabilitiesPerAccount(userId, start, end).ToListAsync(cancellationToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\FinancialLabelController.cs,27,17,T:System.Linq.AsyncEnumerable,,,,,financialLabelsRepository.GetLabels(cancellationToken).Skip(index)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\FinancialLabelController.cs,27,17,T:System.Linq.AsyncEnumerable,,,,,financialLabelsRepository.GetLabels(cancellationToken).Skip(index).Take(count)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\FinancialLabelController.cs,27,17,T:System.Linq.AsyncEnumerable,,,,,financialLabelsRepository.GetLabels(cancellationToken).Skip(index).Take(count).ToListAsync(cancellationToken)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\FinancialLabelController.cs,22,17,T:System.Linq.AsyncEnumerable,,,,,"financialLabelsRepository.GetLabelsByAccountId(accountId, cancellationToken).ToListAsync(cancellationToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\Admin\AdministrationUsersController.cs,48,8,T:System.Linq.AsyncEnumerable,,,,,return Ok(await result.ToListAsync());
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\Admin\AdministrationUsersController.cs,24,17,T:System.Linq.AsyncEnumerable,,,,,administrationUsersService.GetDailyActiveUsers().ToListAsync()
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Controllers\Admin\AdministrationUsersController.cs,18,17,T:System.Linq.AsyncEnumerable,,,,,administrationUsersService.GetNewUsersDaily().ToListAsync()
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Program.cs,49,4,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.TokenValidationParameters,,,,,"options.TokenValidationParameters = new TokenValidationParameters      {          ValidIssuer = builder.Configuration[""JwtConfig:Issuer""],          ValidAudience = builder.Configuration[""JwtConfig:Audience""],          IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(builder.Configuration[""JwtConfig:Key""]!)),          ValidateIssuer = true,          ValidateAudience = true,          ValidateLifetime = true,          ValidateIssuerSigningKey = true,      };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Program.cs,48,4,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.SaveToken,,,,,options.SaveToken = true;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Program.cs,47,4,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.RequireHttpsMetadata,,,,,options.RequireHttpsMetadata = false;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Program.cs,44,4,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,options.DefaultScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Program.cs,44,4,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,options.DefaultScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Program.cs,43,4,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Program.cs,43,4,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Program.cs,42,4,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,options.DefaultAuthenticateScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Program.cs,42,4,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,options.DefaultAuthenticateScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Program.cs,30,0,T:Microsoft.Extensions.DependencyInjection.JwtBearerExtensions,,,,,"builder.Services.AddCors(options =>  {      options.AddPolicy(""ApiCorsPolicy"",          builder =>          {              builder.AllowAnyOrigin()              .AllowAnyHeader()              .AllowAnyMethod()              .SetIsOriginAllowedToAllowWildcardSubdomains();          });  }).AddAuthentication(options =>  {      options.DefaultAuthenticateScheme = JwtBearerDefaults.AuthenticationScheme;      options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;      options.DefaultScheme = JwtBearerDefaults.AuthenticationScheme;  }).AddJwtBearer(options =>  {      options.RequireHttpsMetadata = false;      options.SaveToken = true;      options.TokenValidationParameters = new TokenValidationParameters      {          ValidIssuer = builder.Configuration[""JwtConfig:Issuer""],          ValidAudience = builder.Configuration[""JwtConfig:Audience""],          IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(builder.Configuration[""JwtConfig:Key""]!)),          ValidateIssuer = true,          ValidateAudience = true,          ValidateLifetime = true,          ValidateIssuerSigningKey = true,      };  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Program.cs,30,0,"M:Microsoft.Extensions.DependencyInjection.JwtBearerExtensions.AddJwtBearer(Microsoft.AspNetCore.Authentication.AuthenticationBuilder,System.Action{Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions})",,,,,"builder.Services.AddCors(options =>  {      options.AddPolicy(""ApiCorsPolicy"",          builder =>          {              builder.AllowAnyOrigin()              .AllowAnyHeader()              .AllowAnyMethod()              .SetIsOriginAllowedToAllowWildcardSubdomains();          });  }).AddAuthentication(options =>  {      options.DefaultAuthenticateScheme = JwtBearerDefaults.AuthenticationScheme;      options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;      options.DefaultScheme = JwtBearerDefaults.AuthenticationScheme;  }).AddJwtBearer(options =>  {      options.RequireHttpsMetadata = false;      options.SaveToken = true;      options.TokenValidationParameters = new TokenValidationParameters      {          ValidIssuer = builder.Configuration[""JwtConfig:Issuer""],          ValidAudience = builder.Configuration[""JwtConfig:Audience""],          IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(builder.Configuration[""JwtConfig:Key""]!)),          ValidateIssuer = true,          ValidateAudience = true,          ValidateLifetime = true,          ValidateIssuerSigningKey = true,      };  });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Api\FinanceManager.Api.csproj,File,FinanceManager.Api\Program.cs,27,0,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,"builder.Services.Configure<JwtAuthOptions>(builder.Configuration.GetSection(""JwtConfig""));"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\FinanceManager.Application.csproj,,,Microsoft.AspNetCore.Components.Authorization 9.0.10,,,,,"Microsoft.AspNetCore.Components.Authorization, 9.0.10  Recommendation:  Remove Microsoft.AspNetCore.Components.Authorization, and replace with new package Microsoft.AspNetCore.Components.Authorization 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\FinanceManager.Application.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Providers\StockPriceProvider.cs,20,12,M:System.TimeSpan.FromMinutes(System.Int64),,,,,entry.SlidingExpiration = TimeSpan.FromMinutes(5);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Services\Banks\AssetsServiceBank.cs,98,8,T:System.Linq.AsyncEnumerable,,,,,"return financialAccountRepository.GetAccounts<BankAccount>(userId, end.AddDays(-1), end).AnyAsync(x => x.ContainsAssets).AsTask();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Services\Banks\AssetsServiceBank.cs,78,8,T:System.Linq.AsyncEnumerable,,,,,"await foreach (var account in financialAccountRepository.GetAccounts<BankAccount>(userId, asOfDate.AddMinutes(-1), asOfDate).Where(x => x.ContainsAssets))          {              var entry = account.Entries.Count != 0 ? account.Entries.FirstOrDefault() : account.NextOlderEntry;              if (entry is null || entry.Value <= 0) continue;                var existingResult = accountLabelResults.ContainsKey(account.AccountType) ? accountLabelResults[account.AccountType] : null;              if (existingResult is null)                  accountLabelResults.Add(account.AccountType, new(account.AccountType.ToString(), entry.Value));              else                  existingResult.Value += entry.Value;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Services\Banks\AssetsServiceBank.cs,74,8,T:System.Linq.AsyncEnumerable,,,,,"financialAccountRepository.GetAccounts<BankAccount>(userId, asOfDate.AddMinutes(-1), asOfDate).Select(x => x.AccountType).Distinct();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Services\Banks\AssetsServiceBank.cs,74,8,T:System.Linq.AsyncEnumerable,,,,,"financialAccountRepository.GetAccounts<BankAccount>(userId, asOfDate.AddMinutes(-1), asOfDate).Select(x => x.AccountType).Distinct();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Services\Banks\AssetsServiceBank.cs,68,8,T:System.Linq.AsyncEnumerable,,,,,"await foreach (var account in financialAccountRepository.GetAccounts<BankAccount>(userId, asOfDate.AddMinutes(-1), asOfDate).Where(x => x.ContainsAssets))              yield return new(account.Name, account.Entries.First().Value);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Services\Banks\AssetsServiceBank.cs,53,8,T:System.Linq.AsyncEnumerable,,,,,"await foreach (var account in financialAccountRepository.GetAccounts<BankAccount>(userId, start, end).Where(x => x.ContainsAssets && x.AccountType.ToString() == investmentType.ToString()))              assets.AddRange(account.Entries.GetAssets(start, end));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Services\Banks\AssetsServiceBank.cs,22,8,T:System.Linq.AsyncEnumerable,,,,,"await foreach (BankAccount? account in financialAccountRepository.GetAccounts<BankAccount>(userId, start, end).Where(x => x.ContainsAssets))          {              var entry = account.GetThisOrNextOlder(end);              if (entry is null || entry.Value <= 0) continue;                decimal previousValue = 0;                for (DateTime date = start; date <= end; date = date.Add(step))              {                  if (!prices.ContainsKey(date)) prices.Add(date, 0);                    var newestEntry = account.GetThisOrNextOlder(date);                  if (newestEntry is null)                  {                      prices[date] += previousValue;                      continue;                  }                    prices[date] += newestEntry.Value;                  previousValue = prices[date];              }          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Services\Banks\AssetsServiceBank.cs,20,8,M:System.TimeSpan.FromDays(System.Int32),,,,,TimeSpan step = TimeSpan.FromDays(1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Services\Banks\BankAccountImportService.cs,33,8,T:System.Linq.AsyncEnumerable,,,,,"var existingAll = await bankAccountEntryRepository.Get(accountId, minDay.AddDays(-1), maxDay.AddDays(1)).ToListAsync();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Services\Bonds\AssetsServiceBond.cs,83,8,T:System.Linq.AsyncEnumerable,,,,,"return financialAccountRepository.GetAccounts<BondAccount>(userId, end.AddDays(-1), end).AnyAsync(x => x.ContainsAssets).AsTask();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Services\Bonds\AssetsServiceBond.cs,65,8,T:System.Linq.AsyncEnumerable,,,,,"await foreach (var account in financialAccountRepository.GetAccounts<BondAccount>(userId, asOfDate.AddMinutes(-1), asOfDate).Where(x => x.ContainsAssets))          {              decimal value = 0;              foreach (var bondDetailsId in account.GetStoredBondsIds())              {                  var latestEntry = account.Get(asOfDate).First(x => x.BondDetailsId == bondDetailsId);                    value += latestEntry.Value;              }                yield return new(account.Name, value);          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Services\Bonds\AssetsServiceBond.cs,59,8,T:System.Linq.AsyncEnumerable,,,,,"await foreach (var account in financialAccountRepository.GetAccounts<BondAccount>(userId, asOfDate.AddMinutes(-1), asOfDate).Where(x => x.ContainsAssets))              yield return new(account.Name, account.Entries.First().Value);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Services\Bonds\AssetsServiceBond.cs,43,8,T:System.Linq.AsyncEnumerable,,,,,"await foreach (var account in financialAccountRepository.GetAccounts<BondAccount>(userId, start, end).Where(x => x.ContainsAssets && x.AccountType.ToString() == investmentType.ToString()))          {              foreach (var price in account.GetDailyPrice(bondDetails))              {                  if (!prices.ContainsKey(price.Key.ToDateTime(TimeOnly.MinValue, DateTimeKind.Utc)))                      prices.Add(price.Key.ToDateTime(TimeOnly.MinValue, DateTimeKind.Utc), price.Value);                  else                      prices[price.Key.ToDateTime(TimeOnly.MinValue, DateTimeKind.Utc)] += price.Value;              }          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Services\Bonds\AssetsServiceBond.cs,42,8,T:System.Linq.AsyncEnumerable,,,,,List<BondDetails> bondDetails = await bondDetailsRepository.GetAllAsync().ToListAsync();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Services\Bonds\AssetsServiceBond.cs,41,8,M:System.TimeSpan.FromDays(System.Int32),,,,,TimeSpan step = TimeSpan.FromDays(1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,FinanceManager.Application\FinanceManager.Application.csproj,File,FinanceManager.Application\Services\Bonds\AssetsServiceBond.cs,21,8,T:System.Linq.AsyncEnumerable,,,,,"await foreach (var account in financialAccountRepository.GetAccounts<BondAccount>(userId, start, end).Where(x => x.ContainsAssets))          {              foreach (var price in account.GetDailyPrice(bondDetails))              {                  if (!prices.ContainsKey(price.Key.ToDateTime(TimeOnly.MinValue, DateTimeKind.Utc)))                      prices.Add(price.Key.ToDateTime(TimeOnly.MinValue, DateTimeKind.Utc), price.Value);                  else                      prices[price.Key.ToDateTime(TimeOnly.MinValue, DateTimeKind.Utc)] += price.Value;              }          }"
